text ,domain,name ,kind ,model
on landing at finding the place full of well set-up and healthy English Tommies. Truly the,CollegeEssay_real_1776,Real College Essays,Human-Written,Human
"change was delightful, though the Officers who had the misfortune to be billeted for a time",CollegeEssay_real_1777,Real College Essays,Human-Written,Human
"in the draughty bathing establishment opposite Borely Camp, are not likely to forget the cold",CollegeEssay_real_1778,Real College Essays,Human-Written,Human
"nights they spent there. Sea bathing, which we got almost next door to the Camp, was a great",CollegeEssay_real_1779,Real College Essays,Human-Written,Human
"delight, and of course the town itself was full of attractions. We need only mention such names",CollegeEssay_real_1780,Real College Essays,Human-Written,Human
"as the Cannibi?¿re, Theresa's Bar, Lindens, The Alcazar, Castell Muro, The Palais Crystal, The",CollegeEssay_real_1781,Real College Essays,Human-Written,Human
"Bodega, and The Novelty, to recall many incidents to all those who were fortunate enough to",CollegeEssay_real_1782,Real College Essays,Human-Written,Human
"be with us. It was certainly delightful, but played havoc with our banking accounts, and must",CollegeEssay_real_1783,Real College Essays,Human-Written,Human
have given Mr. Cox a very busy time. We did a certain amount of training in our more serious,CollegeEssay_real_1784,Real College Essays,Human-Written,Human
"moments, which were not many, ordinary work normally finishing about 1.0 p.m., and the men",CollegeEssay_real_1785,Real College Essays,Human-Written,Human
"being allowed out from 2.0 p.m. onwards. Many guards and camp and town fatigues had to be found,",CollegeEssay_real_1786,Real College Essays,Human-Written,Human
"however, almost daily, which much depleted our numbers on parade. Training was mainly of the",CollegeEssay_real_1787,Real College Essays,Human-Written,Human
"barrack square type. There was a certain amount of interest for those at Moussot Camp, in watching",CollegeEssay_real_1788,Real College Essays,Human-Written,Human
"the Indian Troops, whilst those at Borely spent much time either in dodging the loose horses",CollegeEssay_real_1789,Real College Essays,Human-Written,Human
"and mules, which wandered at will about the Camp, or the Camp Commandant, who had a violent",CollegeEssay_real_1790,Real College Essays,Human-Written,Human
"dislike to orange peel, and if he found any at once arrested the nearest man, whether guilty",CollegeEssay_real_1791,Real College Essays,Human-Written,Human
or not!,CollegeEssay_real_1792,Real College Essays,Human-Written,Human
,CollegeEssay_real_1793,Real College Essays,Human-Written,Human
"Four new Officers joined us there, viz., 2nd Lieuts. C. G. Tomlinson, E. C. Marshall, A. A.",CollegeEssay_real_1794,Real College Essays,Human-Written,Human
"Hodgson, and W. S. Jones, and a draft of 39 men, all of whom no doubt thought it a very ""bon"" war.",CollegeEssay_real_1795,Real College Essays,Human-Written,Human
,CollegeEssay_real_1796,Real College Essays,Human-Written,Human
Plans for our sea journey had got so far advanced that our transport vehicles had actually,CollegeEssay_real_1797,Real College Essays,Human-Written,Human
"been taken down to the docks for loading, when, alas for us, our hopes of going East were shattered",CollegeEssay_real_1798,Real College Essays,Human-Written,Human
"on January 24th, by the receipt of orders to entrain the next night.",CollegeEssay_real_1799,Real College Essays,Human-Written,Human
,CollegeEssay_real_1800,Real College Essays,Human-Written,Human
"What exactly caused the sudden change of plans we did not know at the time, but subsequently",CollegeEssay_real_1801,Real College Essays,Human-Written,Human
heard it was due to the unexpected ease with which Gallipoli had been evacuated. Needless to,CollegeEssay_real_1802,Real College Essays,Human-Written,Human
"say there was much regret on all sides, especially when we found that we were to go back to",CollegeEssay_real_1803,Real College Essays,Human-Written,Human
the North of France and join the Third Army on the Western Front. On the evening of the 25th,CollegeEssay_real_1804,Real College Essays,Human-Written,Human
"January, we marched down through cheering crowds of French people to the Gare d'Arenc, where",CollegeEssay_real_1805,Real College Essays,Human-Written,Human
"after waiting about for four hours, we entrained at 4.10 a.m. on the 26th. It is sad to think",CollegeEssay_real_1806,Real College Essays,Human-Written,Human
that this wait gave an opportunity once more for light-fingered people in the Transport Section,CollegeEssay_real_1807,Real College Essays,Human-Written,Human
"to annex eight or nine P.L.M. goods sheets, which were carefully stowed away, one on each limber,",CollegeEssay_real_1808,Real College Essays,Human-Written,Human
and later proved of great value in several places where there was a scarcity of billets.,CollegeEssay_real_1809,Real College Essays,Human-Written,Human
,CollegeEssay_real_1810,Real College Essays,Human-Written,Human
"We detrained at Pont Remy on the morning of January 28th, after a peculiarly uncomfortable",CollegeEssay_real_1811,Real College Essays,Human-Written,Human
"journey, and owing to our guide preferring to go three miles uphill to one on the flat our",CollegeEssay_real_1812,Real College Essays,Human-Written,Human
"march to Ergnies was a somewhat lengthy business. In this area we followed the Ulster Division,",CollegeEssay_real_1813,Real College Essays,Human-Written,Human
"and we are glad to add that the billets taken over from them were invariably scrupulously clean,",CollegeEssay_real_1814,Real College Essays,Human-Written,Human
and had evidently been vastly improved under their able medical authorities. We stayed here,CollegeEssay_real_1815,Real College Essays,Human-Written,Human
"for several days, and had an opportunity of resting the men after their long journey, and of",CollegeEssay_real_1816,Real College Essays,Human-Written,Human
"carrying out a little training. Some of this was in preparation for a Brigade ceremonial parade,",CollegeEssay_real_1817,Real College Essays,Human-Written,Human
"which took place on February 3rd, when General Shipley spoke of the splendid work done by the",CollegeEssay_real_1818,Real College Essays,Human-Written,Human
"Brigade in France up to that time, and read out a list of the honours and decorations awarded,",CollegeEssay_real_1819,Real College Essays,Human-Written,Human
"of which we had had a fair share. At Ergnies we had flying visits from Col. Huskinson and ""Doc.""",CollegeEssay_real_1820,Real College Essays,Human-Written,Human
"Stallard, both of whom we were delighted to see looking very fit.",CollegeEssay_real_1821,Real College Essays,Human-Written,Human
,CollegeEssay_real_1822,Real College Essays,Human-Written,Human
"On February 10th, we marched to Ribeaucourt, where we stayed for a little over a week. Here",CollegeEssay_real_1823,Real College Essays,Human-Written,Human
"on February 16th, we parted with Lieut. Adams, 2nd Lieut. Rezin, and 35 N.C.O.'s and men of",CollegeEssay_real_1824,Real College Essays,Human-Written,Human
"the Machine Gun Section, who went to form part of the newly created ""Brigade Machine Gun Company.""",CollegeEssay_real_1825,Real College Essays,Human-Written,Human
"In place of the Vickers gun thus withdrawn, we were issued with the new light Lewis Machine",CollegeEssay_real_1826,Real College Essays,Human-Written,Human
"Gun, air cooled, mounted on a bipod and easily carried. Each Company had two of these and the",CollegeEssay_real_1827,Real College Essays,Human-Written,Human
"whole were supervised by a Battalion Lewis Gun Officer, 2nd Lieut. Simonet being the first",CollegeEssay_real_1828,Real College Essays,Human-Written,Human
"to be appointed to this duty. Musketry was carried out on a 300 yard range, which we fitted",CollegeEssay_real_1829,Real College Essays,Human-Written,Human
"up near the village, and bombing practice under the guidance of 2nd Lieut. Peerless, who made",CollegeEssay_real_1830,Real College Essays,Human-Written,Human
considerable progress in the use of the West Spring Thrower. Capt. A. Hacking had been again,CollegeEssay_real_1831,Real College Essays,Human-Written,Human
"taken to Brigade Headquarters, to act as Grenade Officer, and Capt. Lawson who had rejoined",CollegeEssay_real_1832,Real College Essays,Human-Written,Human
"at Wittes, was appointed to command A Company in his place. All this time we were well in the",CollegeEssay_real_1833,Real College Essays,Human-Written,Human
back regions out of harm's way. The only journey made to the front area was that by a party,CollegeEssay_real_1834,Real College Essays,Human-Written,Human
"of Officers, who one day had to reconnoitre some reserve lines of trenches near Forceville",CollegeEssay_real_1835,Real College Essays,Human-Written,Human
"and Mailly Maillet. We once had orders to be prepared to take over the line at Beaumont Hamel,",CollegeEssay_real_1836,Real College Essays,Human-Written,Human
but this fell through.,CollegeEssay_real_1837,Real College Essays,Human-Written,Human
,CollegeEssay_real_1838,Real College Essays,Human-Written,Human
"Ribeaucourt we shall always remember, owing to the exorbitant claims made by the inhabitants",CollegeEssay_real_1839,Real College Essays,Human-Written,Human
for damage to billets. Never before nor after did we receive such demands as those made by,CollegeEssay_real_1840,Real College Essays,Human-Written,Human
"the good people of that village, headed by the Maire, who after showing much hospitality to",CollegeEssay_real_1841,Real College Essays,Human-Written,Human
"a few of us, seemed to want to give the villagers a lead in their demands! How they were eventually",CollegeEssay_real_1842,Real College Essays,Human-Written,Human
"settled we never found out. Here, too, Capt. Davenport and Sergt. Blunt were chased down the",CollegeEssay_real_1843,Real College Essays,Human-Written,Human
"village street one day by two infuriated women armed with broomsticks, their store of bully",CollegeEssay_real_1844,Real College Essays,Human-Written,Human
"beef and army shirts having been discovered by the former, when looking for odds and ends to",CollegeEssay_real_1845,Real College Essays,Human-Written,Human
hand into the Deputy Assistant Director of Ordnance Services in exchange for new articles.,CollegeEssay_real_1846,Real College Essays,Human-Written,Human
The D.A.D.O.S. had just issued an ultimatum to the effect that he would issue nothing except,CollegeEssay_real_1847,Real College Essays,Human-Written,Human
"on the return of the old article. Transport men, therefore, scoured the country side for bottoms",CollegeEssay_real_1848,Real College Essays,Human-Written,Human
"of nose-bags, backs of dandy brushes, pieces of rope, etc., which were cleaned and handed in",CollegeEssay_real_1849,Real College Essays,Human-Written,Human
and quite a good stock of new articles was obtained in return.,CollegeEssay_real_1850,Real College Essays,Human-Written,Human
,CollegeEssay_real_1851,Real College Essays,Human-Written,Human
"On February 20th, we were taken in motor 'buses by a somewhat circuitous route to fresh billets",CollegeEssay_real_1852,Real College Essays,Human-Written,Human
"at Candas, where we stayed until March 6th. Most of this time the weather was extremely cold",CollegeEssay_real_1853,Real College Essays,Human-Written,Human
"and there were several heavy snowstorms. Navvying on new railways was our chief work, under",CollegeEssay_real_1854,Real College Essays,Human-Written,Human
"the supervision of the 112th Company Royal Engineers, either about Puchevillers, or the station",CollegeEssay_real_1855,Real College Essays,Human-Written,Human
"at Candas, in preparation for the offensive that was to take place later on. Our fortnight",CollegeEssay_real_1856,Real College Essays,Human-Written,Human
"at Candas completed three whole months of what was practically ""rest"" in the back areas. We",CollegeEssay_real_1857,Real College Essays,Human-Written,Human
were now to play a more active part in the war.,CollegeEssay_real_1858,Real College Essays,Human-Written,Human
,CollegeEssay_real_1859,Real College Essays,Human-Written,Human
"Vimy Ridge will always bring up in the minds of those of the 8th Sherwood Foresters, who were",CollegeEssay_real_1860,Real College Essays,Human-Written,Human
"with us at that time the word ""Mines."" Everyone seemed somehow or other to have heard that",CollegeEssay_real_1861,Real College Essays,Human-Written,Human
"that part of the line was famous for mining warfare, and as the news was passed on from one",CollegeEssay_real_1862,Real College Essays,Human-Written,Human
"to another that Vimy Ridge was our destination, a kind of whisper of ""Mines"" passed with it.",CollegeEssay_real_1863,Real College Essays,Human-Written,Human
"The area proved to be a mass of mines, and we found that mining warfare was extremely unpleasant,",CollegeEssay_real_1864,Real College Essays,Human-Written,Human
though most of our own experience was confined to the latter part of our stay there.,CollegeEssay_real_1865,Real College Essays,Human-Written,Human
,CollegeEssay_real_1866,Real College Essays,Human-Written,Human
"The front line in this sector, in the early part of 1915 had run through the East end of the",CollegeEssay_real_1867,Real College Essays,Human-Written,Human
"Lorette Ridge to Carency, and thence to La Targette, but on September 25th of that year, the",CollegeEssay_real_1868,Real College Essays,Human-Written,Human
"French had driven the enemy back nearly a mile, practically to the foot of the Vimy Ridge itself.",CollegeEssay_real_1869,Real College Essays,Human-Written,Human
"In this area were portions of the front having such well-known names as ""The Labyrinth,"" and",CollegeEssay_real_1870,Real College Essays,Human-Written,Human
Souchez Sugar Refinery--reminders of the fact that some of the most savage fighting of the,CollegeEssay_real_1871,Real College Essays,Human-Written,Human
"whole war took place there, owing to the struggle of the enemy to retain a footing on that",CollegeEssay_real_1872,Real College Essays,Human-Written,Human
"splendid line of observation, the Lorette Ridge. The Arras-B??thune Road, known as the Route",CollegeEssay_real_1873,Real College Essays,Human-Written,Human
"de B??thune, and bordered by a few scraggy trees, ran through the sector more or less from North",CollegeEssay_real_1874,Real College Essays,Human-Written,Human
"to South--about a mile behind the front line, and two miles in front of Mont St. Eloy. The",CollegeEssay_real_1875,Real College Essays,Human-Written,Human
"forward area was a scene of desolation--trenches and wire, shell-holes everywhere, mine craters",CollegeEssay_real_1876,Real College Essays,Human-Written,Human
"here and there, shewing more or less where No Man's Land was, and beyond them the gently sloping",CollegeEssay_real_1877,Real College Essays,Human-Written,Human
"ridge, with little variation except a few shattered trees marking the site of La Folie Wood.",CollegeEssay_real_1878,Real College Essays,Human-Written,Human
,CollegeEssay_real_1879,Real College Essays,Human-Written,Human
Such was the sector that our advance party of Officers went up to reconnoitre on March 5th.,CollegeEssay_real_1880,Real College Essays,Human-Written,Human
"The French were holding the line, and this was the Battalion's only experience of taking over",CollegeEssay_real_1881,Real College Essays,Human-Written,Human
"from them. We were not let into the secret of the why and wherefore of the move, but doubtless",CollegeEssay_real_1882,Real College Essays,Human-Written,Human
"we relieved in order to allow them to send much wanted help to their friends at Verdun, who",CollegeEssay_real_1883,Real College Essays,Human-Written,Human
were now so hard pressed owing to the enemy's continued attacks. It was hoped that the fact,CollegeEssay_real_1884,Real College Essays,Human-Written,Human
"of our taking over this part of the line could be kept from the Boche, at least until relief",CollegeEssay_real_1885,Real College Essays,Human-Written,Human
"was complete, and to further this object the advance party were given French ""tin hats"" to",CollegeEssay_real_1886,Real College Essays,Human-Written,Human
"wear so as to maintain the deception. We fear that despite our efforts, the enemy knew just",CollegeEssay_real_1887,Real College Essays,Human-Written,Human
"about as much of the relief as we did, and rumour says that a Boche scout, on getting across",CollegeEssay_real_1888,Real College Essays,Human-Written,Human
"to the French front line two days before we relieved them, openly expressed his surprise to",CollegeEssay_real_1889,Real College Essays,Human-Written,Human
the French sentry that the English had not already arrived! We were shewn the greatest kindness,CollegeEssay_real_1890,Real College Essays,Human-Written,Human
"by the French when we went up to reconnoitre, and they did all they could to explain the situation,",CollegeEssay_real_1891,Real College Essays,Human-Written,Human
and many an Officer drank confusion to the enemy in a glass of sweet sparkling wine. Those,CollegeEssay_real_1892,Real College Essays,Human-Written,Human
who were there will doubtless well remember the group of Officers being assembled just behind,CollegeEssay_real_1893,Real College Essays,Human-Written,Human
"the Arras-B??thune road, in full view of the German lines, under the French Brigade Major, who",CollegeEssay_real_1894,Real College Essays,Human-Written,Human
"was acting as guide, when the Hun gunners, not being able to let such an opportunity slip,",CollegeEssay_real_1895,Real College Essays,Human-Written,Human
"at once put over a few ""pip-squeaks,"" and we discovered with a considerable amount of pleasure,",CollegeEssay_real_1896,Real College Essays,Human-Written,Human
"that our gallant Allies were just about as good in getting to ground as ourselves, if not a",CollegeEssay_real_1897,Real College Essays,Human-Written,Human
"trifle better. It was, however, a rude awakening to the fact that a war was still on, which",CollegeEssay_real_1898,Real College Essays,Human-Written,Human
"we had rather forgotten during our stay in the South of France, and in the back areas.",CollegeEssay_real_1899,Real College Essays,Human-Written,Human
,CollegeEssay_real_1900,Real College Essays,Human-Written,Human
"Leaving Candas on March 6th, we marched on a very snowy day, via Doullens, to Iverny, moving",CollegeEssay_real_1901,Real College Essays,Human-Written,Human
"on the 8th to Maizi?¿res, and on the 9th to Acq, where we had to make the best of most uncomfortable",CollegeEssay_real_1902,Real College Essays,Human-Written,Human
"billets, the whole village being a seething mass of troops, French and English, and every billet",CollegeEssay_real_1903,Real College Essays,Human-Written,Human
"crowded to its utmost limit. On the occasion of this move we marched, in accordance with instructions,",CollegeEssay_real_1904,Real College Essays,Human-Written,Human
"in column of three's. This system was tried owing to the narrow roads, but only lasted a few",CollegeEssay_real_1905,Real College Essays,Human-Written,Human
months.,CollegeEssay_real_1906,Real College Essays,Human-Written,Human
,CollegeEssay_real_1907,Real College Essays,Human-Written,Human
"On the following day we moved up into support trenches, just in front of the Route de B??thune,",CollegeEssay_real_1908,Real College Essays,Human-Written,Human
"where we stayed for four days cleaning trenches, carrying out general trench repairs, and improving",CollegeEssay_real_1909,Real College Essays,Human-Written,Human
dug-outs. There were a certain number of deep dug-outs in this sector--our first experience,CollegeEssay_real_1910,Real College Essays,Human-Written,Human
"of them--proof against all but the heaviest shells, though in every other respect a bad invention.",CollegeEssay_real_1911,Real College Essays,Human-Written,Human
"Further behind, at Berthonval Farm, were huge caverns hewn out of the chalk, fitted up with",CollegeEssay_real_1912,Real College Essays,Human-Written,Human
"wire beds, absolutely shell-proof, and having accommodation for about two Companies. The dug-outs",CollegeEssay_real_1913,Real College Essays,Human-Written,Human
"in the front line trenches, however, were mere shelters. Later on we were told to make our",CollegeEssay_real_1914,Real College Essays,Human-Written,Human
"shelters in this area of a uniform pattern in small saps running back from the trenches, and",CollegeEssay_real_1915,Real College Essays,Human-Written,Human
"when men could be spared from other more pressing work, a certain amount of progress was made",CollegeEssay_real_1916,Real College Essays,Human-Written,Human
in this respect.,CollegeEssay_real_1917,Real College Essays,Human-Written,Human
,CollegeEssay_real_1918,Real College Essays,Human-Written,Human
The French dug-outs possessed one unique quality; they were decorated as only a Frenchman could,CollegeEssay_real_1919,Real College Essays,Human-Written,Human
"decorate them, with most wonderful designs in pokerwork, which were always objects of the greatest",CollegeEssay_real_1920,Real College Essays,Human-Written,Human
interest to our visitors.,CollegeEssay_real_1921,Real College Essays,Human-Written,Human
,CollegeEssay_real_1922,Real College Essays,Human-Written,Human
"On March 15th, we were relieved by the 2nd Royal Irish Rifles, and withdrew for four days to",CollegeEssay_real_1923,Real College Essays,Human-Written,Human
"rest billets, which consisted of some French huts partly in the wood, and partly in the open,",CollegeEssay_real_1924,Real College Essays,Human-Written,Human
"just behind Mont St. Eloy. We are afraid we could not have given our predecessors a ""billet",CollegeEssay_real_1925,Real College Essays,Human-Written,Human
"clean"" certificate in respect of these huts, many of which were a foot or more deep with accumulated",CollegeEssay_real_1926,Real College Essays,Human-Written,Human
"rubbish of every description. There were no baths, and we had to rig up home-made ones with",CollegeEssay_real_1927,Real College Essays,Human-Written,Human
"ground sheets and other means, using the cookers for providing the necessary hot water. We",CollegeEssay_real_1928,Real College Essays,Human-Written,Human
"managed, however, to get clean clothing from time to time from the Staff Captain, Major Wordsworth,",CollegeEssay_real_1929,Real College Essays,Human-Written,Human
"who got together a fascinating crowd of French ladies, and did much useful work as Officer",CollegeEssay_real_1930,Real College Essays,Human-Written,Human
"Commanding Laundry, at Mont St. Eloy.",CollegeEssay_real_1931,Real College Essays,Human-Written,Human
,CollegeEssay_real_1932,Real College Essays,Human-Written,Human
"We were at this time called upon to provide a contribution towards the Brigade Mining Section,",CollegeEssay_real_1933,Real College Essays,Human-Written,Human
"which was re-formed to help the French Miners in the sector, and on March 17th, we had to part",CollegeEssay_real_1934,Real College Essays,Human-Written,Human
"temporarily with Lieut. R. V. Harvey, Corpl. Boot and 12 men, who joined the Brigade Section",CollegeEssay_real_1935,Real College Essays,Human-Written,Human
"under Lieut. Webster, of the Robin Hoods. The arrival of 140 reinforcements the previous day",CollegeEssay_real_1936,Real College Essays,Human-Written,Human
"had, however, swelled our numbers considerably, amongst several old friends in the draft being",CollegeEssay_real_1937,Real College Essays,Human-Written,Human
"Sergt. G. Powell, who shortly became Comp. Sergt.-Major of A Company, Sergts. I. B. Bell, S.",CollegeEssay_real_1938,Real College Essays,Human-Written,Human
"Foster, Collins and Beniston, and Corpl. A. B. North. We thus had a reasonable trench strength",CollegeEssay_real_1939,Real College Essays,Human-Written,Human
when we relieved the 7th Battalion in the left sub-sector on March 19th.,CollegeEssay_real_1940,Real College Essays,Human-Written,Human
,CollegeEssay_real_1941,Real College Essays,Human-Written,Human
"In this area we always kept to the same sub-sector, relieving as on many other occasions with",CollegeEssay_real_1942,Real College Essays,Human-Written,Human
"the Robin Hoods. The 5th and 6th Battalions shared the right sub-sector, whilst the 138th Brigade",CollegeEssay_real_1943,Real College Essays,Human-Written,Human
"were on our left. Each Company, too, had its own section of trench, finding its own supports.",CollegeEssay_real_1944,Real College Essays,Human-Written,Human
"From right to left they ran in order: D (Capt. Hill), B (Capt. Turner), C (Major G. S. Heathcote),",CollegeEssay_real_1945,Real College Essays,Human-Written,Human
"A (Capt. Vann, who had recently rejoined; during his absence on a course at 3rd Army School,",CollegeEssay_real_1946,Real College Essays,Human-Written,Human
his place was taken by Capt. Lawson). Battalion Headquarters was in a delightful spot just,CollegeEssay_real_1947,Real College Essays,Human-Written,Human
"under the steep side of the Talus des Zouaves, and well nigh out of reach of everything but",CollegeEssay_real_1948,Real College Essays,Human-Written,Human
"aeroplane bombs. Second Lieut. Cox was Signalling Officer, 2nd Lieut. Simonet, Lewis Gun Officer,",CollegeEssay_real_1949,Real College Essays,Human-Written,Human
"2nd Lieut. Peerless, Grenade Officer, and 2nd Lieut. Marshall, Intelligence Officer. The last-named",CollegeEssay_real_1950,Real College Essays,Human-Written,Human
was the first Officer in the Battalion to hold that newly created appointment.,CollegeEssay_real_1951,Real College Essays,Human-Written,Human
,CollegeEssay_real_1952,Real College Essays,Human-Written,Human
"The enemy front line was close to ours, in most parts about 70 yards away, but bombing posts",CollegeEssay_real_1953,Real College Essays,Human-Written,Human
in saps were in several cases not more than 10 to 15 yards apart. Talking and movement in the,CollegeEssay_real_1954,Real College Essays,Human-Written,Human
"front line could often be heard quite plainly, whilst our Bombers in the posts used to indulge",CollegeEssay_real_1955,Real College Essays,Human-Written,Human
"sometimes in lobbing practice, and spent their odd moments in erecting or repairing wire netting",CollegeEssay_real_1956,Real College Essays,Human-Written,Human
"to catch the Boche ""potato mashers.""",CollegeEssay_real_1957,Real College Essays,Human-Written,Human
,CollegeEssay_real_1958,Real College Essays,Human-Written,Human
"Our two communication trenches running forward--""Boyau Central"" and ""Avenue Lassale""--though",CollegeEssay_real_1959,Real College Essays,Human-Written,Human
"well cared for and kept up by the French, were almost straight, and hardly traversed at all,",CollegeEssay_real_1960,Real College Essays,Human-Written,Human
"particularly the former, and movement along them was precarious. The fire and support trenches,",CollegeEssay_real_1961,Real College Essays,Human-Written,Human
"bearing such names as ""Schiller,"" ""Grange,"" ""Broadmarsh,"" ""Duffield,"" and ""Bertrand,"" were",CollegeEssay_real_1962,Real College Essays,Human-Written,Human
"in very bad order, and work was at once concentrated in an effort to make a good line of resistance",CollegeEssay_real_1963,Real College Essays,Human-Written,Human
"along ""Guerin Trench,"" practically the support line. Some work was also done on a reserve trench,",CollegeEssay_real_1964,Real College Essays,Human-Written,Human
"known as ""Blancheti?¿re."" We felt this all the more necessary, as just before we took over from",CollegeEssay_real_1965,Real College Essays,Human-Written,Human
"the French, the Boche had driven them out of their front line, and it seemed quite within the",CollegeEssay_real_1966,Real College Essays,Human-Written,Human
range of possibility that he might try to make a further advance. Our fears turned out to be,CollegeEssay_real_1967,Real College Essays,Human-Written,Human
"correct, for later he did make an onslaught, though luckily not whilst we were there.",CollegeEssay_real_1968,Real College Essays,Human-Written,Human
,CollegeEssay_real_1969,Real College Essays,Human-Written,Human
"Unfortunately the enemy in capturing the trenches, had secured the shafts of all the French",CollegeEssay_real_1970,Real College Essays,Human-Written,Human
"mines, and had consequently got a good start at various points along the front before the French",CollegeEssay_real_1971,Real College Essays,Human-Written,Human
"could begin again. The result was that practically all the French mines were defensive, and",CollegeEssay_real_1972,Real College Essays,Human-Written,Human
"intended merely to try and blow the Germans, before they could get under our lines. No doubt",CollegeEssay_real_1973,Real College Essays,Human-Written,Human
"each side knew almost exactly where the other side was working, and at what approximate time",CollegeEssay_real_1974,Real College Essays,Human-Written,Human
"any particular mine would go up. These were all shewn to us on a plan, and carefully explained",CollegeEssay_real_1975,Real College Essays,Human-Written,Human
"by the Officer in charge of the French Miners, who were still at work in the sector. Each Company",CollegeEssay_real_1976,Real College Essays,Human-Written,Human
had a cut-and-dried scheme for carrying out the instant a mine went up in its own or adjoining,CollegeEssay_real_1977,Real College Essays,Human-Written,Human
"sectors. Anticipating the mine, parties were kept available to seize the near lip of the crater",CollegeEssay_real_1978,Real College Essays,Human-Written,Human
"formed, with covering parties of Lewis gunners, riflemen, and bombers to go out on each flank,",CollegeEssay_real_1979,Real College Essays,Human-Written,Human
and working parties behind them to begin at once to dig a trench to join up the broken front,CollegeEssay_real_1980,Real College Essays,Human-Written,Human
"line across the lip of the crater, wire the front and establish observation posts on the lip.",CollegeEssay_real_1981,Real College Essays,Human-Written,Human
"All this work had to be started the instant the mine was exploded, in order to make certain",CollegeEssay_real_1982,Real College Essays,Human-Written,Human
"that the Boche did not get possession of our lip of the crater, as well as his own. This entailed",CollegeEssay_real_1983,Real College Essays,Human-Written,Human
constant readiness and considerable anxiety on the part of those holding the front line.,CollegeEssay_real_1984,Real College Essays,Human-Written,Human
,CollegeEssay_real_1985,Real College Essays,Human-Written,Human
"The enemy shewed no special activity, though on several occasions our front and support lines",CollegeEssay_real_1986,Real College Essays,Human-Written,Human
"were badly knocked about, both by shells and trench mortars, which necessitated a vast amount",CollegeEssay_real_1987,Real College Essays,Human-Written,Human
"of repairs, and caused us considerable casualties. In addition to high explosive he now began",CollegeEssay_real_1988,Real College Essays,Human-Written,Human
"to send over for the first time ""lachrymatory"" gas shells, having a sweet smell and doing little",CollegeEssay_real_1989,Real College Essays,Human-Written,Human
"harm except to make our eyes water. In the later stages of the war, they became, as we shall",CollegeEssay_real_1990,Real College Essays,Human-Written,Human
"see, much more disagreeable.",CollegeEssay_real_1991,Real College Essays,Human-Written,Human
,CollegeEssay_real_1992,Real College Essays,Human-Written,Human
"As it was so difficult in this sector for our Gunners to be able to identify our front line,",CollegeEssay_real_1993,Real College Essays,Human-Written,Human
"we had to mark it with ""artillery boards,""--white boards about 3 ft. by 2 ft., marked with",CollegeEssay_real_1994,Real College Essays,Human-Written,Human
different letters denoting the different sections of the front. These were stuck up by the,CollegeEssay_real_1995,Real College Essays,Human-Written,Human
"Infantry at night, in such a position that they could be seen by our Gunners but be invisible",CollegeEssay_real_1996,Real College Essays,Human-Written,Human
to the enemy. Whether they were any real help or not is doubtful. Later on we were given a,CollegeEssay_real_1997,Real College Essays,Human-Written,Human
"smaller portable type of board, coloured brown and marked with a black cross, a number of which",CollegeEssay_real_1998,Real College Essays,Human-Written,Human
"were issued to each Battalion, and carried with us as part of our equipment. They were intended",CollegeEssay_real_1999,Real College Essays,Human-Written,Human
"for use in moving warfare to mark our advanced positions, but were eventually discarded as",CollegeEssay_real_2000,Real College Essays,Human-Written,Human
unsuitable.,CollegeEssay_real_2001,Real College Essays,Human-Written,Human
,CollegeEssay_real_2002,Real College Essays,Human-Written,Human
"We now began seriously to try and harass the enemy with trench mortars, for which purpose Trench",CollegeEssay_real_2003,Real College Essays,Human-Written,Human
Mortar Batteries were formed. The medium batteries fired a fairly heavy shell with a long tail,CollegeEssay_real_2004,Real College Essays,Human-Written,Human
"(known as ""Footballs"" or ""Toffee Apples""), and the Stokes batteries a light shell, which could",CollegeEssay_real_2005,Real College Essays,Human-Written,Human
be fired at the rate of 20 or more per minute. We had recently sent 2nd Lieut. Kebblewhite,CollegeEssay_real_2006,Real College Essays,Human-Written,Human
"and five men to a school for a course in this work. It is feared, however, that the first efforts",CollegeEssay_real_2007,Real College Essays,Human-Written,Human
of the trench mortar experts in the trenches were not fully appreciated. A very nervous Officer,CollegeEssay_real_2008,Real College Essays,Human-Written,Human
"would go to his emplacement, fire off a few shells, and then gracefully, but rapidly retire,",CollegeEssay_real_2009,Real College Essays,Human-Written,Human
leaving the people on the spot to put up with any retaliation. And we well remember Capt. Lawson,CollegeEssay_real_2010,Real College Essays,Human-Written,Human
"being so annoyed at this going on, that on one occasion the bed plate mysteriously disappeared.",CollegeEssay_real_2011,Real College Essays,Human-Written,Human
"On another occasion an emplacement was made one night with much care on D Company's front,",CollegeEssay_real_2012,Real College Essays,Human-Written,Human
"ready for a big bombardment, but when completed was found to be in full view of six enemy sniper",CollegeEssay_real_2013,Real College Essays,Human-Written,Human
"plates, about 100 yards away!",CollegeEssay_real_2014,Real College Essays,Human-Written,Human
,CollegeEssay_real_2015,Real College Essays,Human-Written,Human
"At sniping we more than held our own, though the enemy were very keen, and used to fire from",CollegeEssay_real_2016,Real College Essays,Human-Written,Human
steel plates fixed round the mine craters. We were unfortunate in losing at this period Sergt.-Drummer,CollegeEssay_real_2017,Real College Essays,Human-Written,Human
"Clewes, who went home for discharge. He had done much excellent work in charge of the Brigade",CollegeEssay_real_2018,Real College Essays,Human-Written,Human
